ltv,disbursed_amount,asset_cost,PERFORM_CNS.SCORE,loan_default
85.45,488030,591000,621,1
66.76,920550,1423010,0,1
46.08,191540,455750,583,1
74.65,359750,505050,300,1
65.11,431730,687790,0,1
79.37,494500,648830,609,1
89.68,567130,650120,0,1
88.15,542590,635270,0,1
74.62,641000,884490,774,1
79.31,432250,580000,753,1
75.33,544590,746080,561,1
79.14,547590,707610,0,1
89.52,555130,636760,576,1
79.09,782790,1011540,615,1
87.68,560130,661490,0,1
84.88,552450,688000,0,1
84.37,468490,574840,0,1
83.18,473490,589100,0,1
89.9,568130,667390,300,1
81.97,540130,683170,825,1
63.89,455490,735690,0,1
67.14,590130,893680,0,1
81.44,577590,730560,0,1
59.95,344390,600500,774,1
74.37,651690,900860,300,1
41.71,393940,983000,0,1
69.92,651690,958290,825,1
84.96,562590,682710,676,1
84.96,562590,682710,0,1
83.54,526000,650000,0,1
65,987990,1536810,300,1
80.69,473490,607280,0,1
49.69,291240,644000,697,1
85.83,542210,650000,0,1
85.19,480400,610430,0,1
83.48,539590,670830,0,1
85.93,578130,695950,825,1
86.3,489480,583630,366,1
91.04,629470,703000,0,1
87.81,481450,558000,0,1
89.94,549130,635980,300,1
86.58,626470,739190,300,1
72.08,291840,430100,0,1
78.55,495640,652610,16,1
84.52,570130,698070,718,1
70.74,381390,565480,771,1
88.67,560130,654140,738,1
66.85,958900,1494470,0,1
74.08,466030,634420,366,1
77.26,480950,640690,0,1
75.26,430940,593940,451,1
89.8,563560,673750,300,1
84.97,450490,543700,0,1
85.24,590130,703880,825,1
74.48,537280,738430,0,1
87.8,547590,637790,0,1
88.76,607130,704110,738,1
77.69,428940,579230,743,1
68.2,503000,762450,737,1
82.23,428940,547250,691,1
84.95,552130,673360,0,1
89.04,634470,730000,0,1
73.79,693570,989330,0,1
60.58,619470,1056540,0,1
67.11,398940,618360,653,1
79.75,622130,790000,676,1
89.93,591970,670000,300,1
35.06,197740,590480,708,1
87.94,516530,636830,0,1
74.59,518030,703880,0,1
87.87,540130,637330,0,1
89.97,585470,673590,0,1
82.05,468490,585000,0,1
68.01,472370,718880,300,1
81.5,469490,586500,633,1
65.25,609130,965530,824,1
68.58,736230,1093540,0,1
30.63,191540,685620,0,1
83.92,587590,714970,0,1
86.84,546000,650620,0,1
85.49,579590,689000,0,1
84.67,624130,750000,0,1
61.9,404100,678540,0,1
77.24,550130,725000,459,1
77.9,562590,744570,0,1
89.66,629470,725000,0,1
86.79,550130,645200,0,1
83.15,547590,673510,300,1
79.24,744210,983100,412,1
88.82,569590,652970,718,1
70.27,575540,840950,681,1
40.27,395540,1043000,717,1
83.47,518030,634950,0,1
77.16,438940,583200,0,1
88.67,547690,654100,0,1
68.89,960050,1437070,0,1
84.9,608030,763220,825,1
88.92,551130,642170,0,1
74.56,614470,851690,0,1
89.92,565000,639450,0,1
89.85,511780,585420,0,1
75.32,535830,743500,683,1
88.93,533030,618430,0,1
84.08,538030,654160,571,1
76.27,528030,708000,610,1
78.7,473490,609890,596,1
64.45,915500,1489520,0,1
88.37,622130,724220,0,1
82.81,580030,724430,595,1
50.67,350890,710500,0,1
78.37,488490,638010,0,1
63.17,422000,694920,643,1
69.47,429940,637680,0,1
89.99,540130,622290,825,1
82.15,590810,749840,678,1
86.11,553890,661950,300,1
86.24,490380,603000,0,1
65.34,587070,948870,0,1
84.93,548530,682910,0,1
89.66,510780,591150,0,1
77.82,510530,668250,0,1
70.06,448490,663670,0,1
74.69,423940,589100,300,1
80.29,444390,585360,738,1
89.65,478450,548830,300,1
84.45,517630,639430,0,1
77.44,520780,697280,0,1
89.03,542130,623400,650,1
74.89,645220,907940,0,1
86.39,552590,659810,0,1
89.86,619630,706630,0,1
82.26,503030,620000,0,1
74.08,408940,566970,612,1
59.48,557100,991950,0,1
86.27,636690,759220,0,1
79.59,612130,779000,16,1
74.99,806440,1093540,0,1
79.49,571890,742250,0,1
87.52,552590,645600,300,1
39.26,607110,1579200,0,1
89.78,539710,635980,679,1
73.76,513030,705000,832,1
89.98,569130,650120,300,1
59.87,327840,584630,300,1
89.86,487490,556440,611,1
70.62,479340,688000,738,1
79.57,488030,634640,17,1
66.52,490780,766700,524,1
72.07,463490,666000,541,1
65.3,453490,719800,0,1
74.44,460660,645660,0,1
83.56,567130,718010,0,1
71,637130,915550,0,1
61.99,579930,984030,0,1
71.21,453490,652990,388,1
89.84,570400,653400,300,1
84.82,596900,724770,0,1
83.12,543030,661730,0,1
77.34,463490,620640,0,1
70.94,279290,422920,0,1
82,424940,548750,0,1
69.1,727170,1083930,0,1
88.63,602130,688280,0,1
80.4,474490,610720,0,1
79.53,521240,668500,775,1
84.3,542590,664290,0,1
60.94,589470,1000950,0,1
77,492430,675360,0,1
85.44,564590,681200,0,1
66.55,969900,1487650,0,1
74.99,805330,1093540,0,1
73.36,285290,408930,0,1
62.44,809860,1361340,0,1
80.88,513030,655260,771,1
78.55,503030,662010,0,1
84.45,549590,669010,0,1
88.98,523030,601230,0,1
64.7,427260,707860,0,1
70.63,270290,403500,825,1
86.79,561000,668250,0,1
87.19,532030,625100,710,1
79.64,676690,860090,615,1
68.27,413510,644510,0,1
86.1,491030,584230,0,1
81.18,536470,685340,0,1
48.83,433940,921650,0,1
82.53,483490,593690,708,1
89.99,559310,656740,667,1
65.29,367390,612650,738,1
68.47,409850,643150,726,1
87.32,471450,561160,599,1
64.9,423940,677950,0,1
88.45,604470,701000,0,1
89.94,584130,660440,676,1
76.09,468490,630840,14,1
89.78,565590,646000,0,1
79.48,483490,629100,825,1
65.34,619850,966000,0,1
70.56,500450,729860,0,1
80.99,458490,580340,429,1
88.24,533030,623300,0,1
89.67,582590,658000,0,1
87.77,453490,535500,15,1
74.68,448490,616000,0,1
84.98,503030,611900,0,1
78.02,528030,698580,737,1
86.39,562590,659810,0,1
79.86,570130,730000,763,1
68.62,431940,655820,0,1
80.06,568130,749440,0,1
79.61,497280,659440,738,1
71.87,453490,653950,0,1
87.29,617970,720000,0,1
84.91,483490,583000,0,1
76.08,482530,650000,300,1
79.41,517130,686300,0,1
69.27,611540,909520,0,1
71.06,514800,745870,563,1
71.17,448490,646300,738,1
76.17,448990,606500,762,1
81.16,542590,690000,0,1
69.46,424940,647830,0,1
74.46,504780,703710,0,1
83.44,451850,575280,0,1
72.29,612130,871500,0,1
82.44,564130,703500,0,1
85,561560,698000,498,1
88.34,565130,656580,0,1
74.19,609030,835710,0,1
89.15,540130,628150,15,1
71.75,461990,669000,0,1
74.6,492490,668860,300,1
77,498260,669450,0,1
49.22,315840,670520,0,1
71.72,686230,983000,636,1
42.44,323920,815300,836,1
76.61,397000,541710,0,1
84.78,486000,593270,15,1
82.72,432260,571820,0,1
46.21,686230,1525600,615,1
89.85,577740,662190,0,1
88.43,567590,655910,0,1
89.51,490780,564160,0,1
89.51,568330,659170,0,1
71.78,668510,961210,0,1
74.75,986990,1335080,657,1
80,648820,825000,481,1
79.8,550130,714260,763,1
84.81,560790,695670,300,1
72.56,528030,741500,0,1
89.88,576740,661960,15,1
88.37,638090,735570,0,1
73.79,661690,921590,0,1
79.99,430290,572600,0,1
87.75,629470,740780,0,1
69.15,661690,983440,0,1
87.15,580130,677000,0,1
84.48,525780,645160,738,1
73.4,441190,653910,0,1
65.88,665690,1032250,0,1
89.42,589470,682190,0,1
77.33,599470,795320,634,1
70.94,418940,606140,0,1
71.95,428940,611560,0,1
83.78,619130,775810,15,1
89.49,547590,631380,825,1
83.62,503030,621880,489,1
89.19,645820,739960,763,1
87.07,525130,643150,16,1
65.87,588130,920010,608,1
80.29,472730,635190,644,1
89.5,606130,689400,738,1
82.51,592590,727200,0,1
44.75,423940,983230,0,1
84.75,527780,645430,0,1
52.51,444090,895080,0,1
74.97,717230,975000,825,1
64.38,426250,701800,0,1
73.38,613600,864130,0,1
45.31,292290,662100,0,1
71.14,632130,913750,15,1
89.68,542590,624460,0,1
86.62,548530,669610,18,1
77.67,460490,618000,0,1
85.95,523030,628250,774,1
79.74,503030,652090,300,1
74.87,408840,560960,0,1
89.69,551590,634390,0,1
74.88,306840,434000,0,1
85.54,510780,619580,0,1
89.48,622630,713000,704,1
88.61,550090,643250,300,1
69.69,470690,703160,0,1
89.99,398100,456700,0,1
86.53,432100,508510,0,1
79.87,606470,785000,0,1
74.67,388840,549100,300,1
93.64,544430,608700,15,1
73.02,669470,986000,485,1
89.55,592590,670000,15,1
72.29,457490,650120,0,1
86.1,579590,693380,0,1
79.94,648090,850610,0,1
41.41,274060,700370,0,1
86.49,655820,774670,345,1
60.54,357840,635930,0,1
75.33,509530,690310,825,1
74.89,453890,640900,0,1
81.15,562130,714760,0,1
68.8,830330,1235520,0,1
75.84,425940,576220,0,1
87.37,661220,781070,0,1
88.98,638130,729350,681,1
89.91,525780,600580,0,1
88,607120,707560,694,1
88.83,580130,675420,300,1
71.86,596870,876710,0,1
89.43,513030,592650,0,1
68.01,727170,1095440,15,1
86.75,488490,576370,721,1
86.12,569590,676960,0,1
81.4,517380,651120,300,1
88.44,621470,725880,0,1
74.05,463490,648190,0,1
80.92,550130,698250,0,1
86.33,530780,637120,567,1
89.1,523780,603830,0,1
77.81,579930,783990,0,1
89.56,552590,636440,0,1
82.95,480490,602750,0,1
81.42,530530,663200,0,1
89.42,589470,682190,825,1
88.63,698170,812350,660,1
68.64,425940,641000,0,1
72.01,448190,638840,774,1
88.71,597130,687670,0,1
82.55,453890,581450,15,1
87.02,609470,723980,659,1
87.84,674820,796870,591,1
66.91,690000,1046110,710,1
79.24,503030,656260,721,1
88.76,572630,664700,0,1
68.36,413620,643660,783,1
82.41,575130,709900,0,1
89.99,605130,684540,0,1
82.34,538030,667960,0,1
79.47,478490,616590,738,1
79.87,344390,450740,0,1
74.99,500030,682750,681,1
69.74,418940,616600,0,1
89.92,566690,645000,0,1
72.95,423940,603170,388,1
51.14,327840,670770,0,1
76.47,493030,680000,0,1
82.58,548130,687800,0,1
88.97,631470,725000,0,1
79.94,488490,625460,0,1
88.8,728730,838980,300,1
69.49,580130,863430,825,1
86.09,535000,638830,300,1
83.24,528930,672770,0,1
75.85,503030,678970,0,1
89.84,616470,699010,0,1
79.39,345000,453480,0,1
82.86,483490,603400,599,1
77.89,490780,654730,553,1
84.89,544130,664380,0,1
84.76,563130,687800,0,1
84.62,562130,687800,0,1
84.09,545130,660000,0,1
78,533030,705100,0,1
78.77,570090,736360,0,1
84.76,563130,687800,0,1
74.08,691230,958470,0,1
68.09,625000,939950,0,1
88.6,519780,598220,0,1
86.4,552590,659750,0,1
85.3,591100,731500,568,1
74.25,444090,632960,0,1
67.02,488000,746000,587,1
72.59,691230,978150,0,1
75.23,489030,666000,18,1
77.81,523030,694000,0,1
89.91,500780,578380,589,1
68.26,879890,1318450,0,1
89.93,626130,705000,664,1
79.9,508310,670850,0,1
57.74,481450,866000,0,1
67.98,623270,941500,0,1
84.48,626970,760560,0,1
83.72,438940,537500,0,1
88.45,579000,667050,466,1
60.29,533030,912230,382,1
71.89,505780,723360,300,1
84.8,510780,625000,0,1
87.1,520780,608500,653,1
63.77,638820,1034950,0,1
74.88,524530,738470,0,1
89.72,471450,557280,708,1
72.7,592130,839010,591,1
88.68,555890,665300,0,1
50.48,453490,911300,0,1
74.04,503030,702370,832,1
64.49,396340,651220,393,1
79.39,523030,680200,0,1
89.55,584130,670000,474,1
83.94,629470,774390,0,1
77.12,508030,674240,0,1
77.64,545130,720000,381,1
89.38,538030,615350,0,1
88.94,615470,703880,300,1
84.86,631130,760120,0,1
69.07,344390,521200,0,1
42.77,395540,981890,15,1
64.47,830330,1318450,0,1
89.55,590130,670000,300,1
80.19,501830,673430,14,1
74.4,453890,645140,0,1
70.75,428940,621900,0,1
67.8,456450,693210,625,1
63.82,428940,689440,654,1
89.38,500180,592950,615,1
75.86,442050,619580,606,1
84.52,547590,668500,0,1
88.93,647690,737650,572,1
86.52,458950,547810,0,1
84.55,516980,638650,0,1
88.81,533030,619300,0,1
85.57,532490,666120,0,1
79.9,698440,886320,0,1
89.85,594420,680000,0,1
76.14,738170,985000,0,1
67.74,443490,679110,0,1
88.71,728170,834140,637,1
83.21,471580,618890,0,1
77.28,525150,704370,0,1
79.66,511030,652770,0,1
73.96,488490,676000,700,1
41.14,242290,631960,738,1
65.3,391940,643150,0,1
82.57,496000,610400,0,1
74.6,486490,670250,0,1
78.03,554260,743260,787,1
72.82,417440,590500,738,1
88.54,582590,666330,300,1
54.67,380840,740870,300,1
63.28,520190,884980,774,1
65,987990,1536810,0,1
70.01,473490,697040,0,1
83.69,607970,745000,14,1
85.78,560130,676130,300,1
79.51,867350,1144510,0,1
84.61,547590,661850,0,1
89.06,540590,623150,0,1
59.74,582590,1004400,710,1
62.31,348390,584160,560,1
84.65,548530,685180,738,1
76.79,485780,657610,738,1
74.37,934430,1277420,0,1
89.06,540690,623150,0,1
64.97,423940,677220,0,1
84.96,560130,682710,0,1
79.81,844480,1110150,0,1
77.01,497930,701170,832,1
64.45,637130,1008610,0,1
84.58,587590,703500,0,1
77.68,975900,1286000,300,1
73.91,651690,906500,0,1
42.65,265290,656490,0,1
69.97,501030,726000,0,1
71.3,775560,1143000,0,1
80.92,537780,679690,0,1
85.25,513000,621680,17,1
78.09,516030,669720,790,1
70.68,622130,905540,300,1
83.07,552580,686130,0,1
89.4,515780,592840,0,1
83.44,495000,611190,0,1
86.21,554590,684380,825,1
89.36,592590,671440,0,1
73.25,642040,942000,763,1
48.48,202740,437300,539,1
74.13,427260,600260,681,1
84.72,592470,715320,300,1
74.65,461450,643000,0,1
84.42,608000,743870,0,1
63.66,428940,691160,572,1
73.97,473490,662390,654,1
87.39,554930,652000,651,1
61.04,688170,1163090,0,1
85.9,527030,631000,818,1
65.96,411940,641280,0,1
54,657210,1303930,0,1
77.02,526030,705000,774,1
56.23,699030,1316090,654,1
59.04,560130,973970,0,1
79.84,577590,739000,0,1
59.72,582590,988000,825,1
89.37,610000,704940,0,1
84.04,550990,690130,435,1
88.67,527780,609000,323,1
83.24,483490,600660,695,1
80.43,465690,596810,417,1
87.62,540130,639100,0,1
85.71,512230,630000,300,1
70.44,405340,610430,0,1
80.34,552590,709500,15,1
89.68,537030,613300,755,1
74.78,344390,481440,825,1
89.69,505780,585340,0,1
90,681690,770000,0,1
67.98,471450,720830,0,1
57.59,404960,731020,0,1
84.03,505780,624800,0,1
79.9,503030,654560,0,1
79.78,530780,683170,738,1
74.69,483490,669450,434,1
78.92,525030,684210,0,1
69.6,440490,660900,0,1
82.41,599470,752300,0,1
84.31,579930,723500,0,1
40.21,280290,721260,0,1
79.98,538030,687670,0,1
73.19,693170,970040,623,1
88,566540,677130,0,1
89.54,495530,569560,666,1
83.74,489000,597080,0,1
79.27,574590,738000,599,1
82.86,520780,651690,0,1
72.61,530000,757470,737,1
89.68,680350,775000,0,1
79.69,493030,640000,792,1
89.95,524030,616990,825,1
87.72,529030,619030,626,1
87.68,522670,613620,738,1
67.55,413940,629210,749,1
66.44,441450,692340,0,1
79.52,440450,577180,628,1
89.83,658820,757000,531,1
89.9,607990,688000,430,1
88.46,513030,593500,616,1
81.44,508030,644660,0,1
74.34,609470,834010,681,1
84.29,552590,676210,708,1
74.86,432720,593130,0,1
74.36,474410,662960,527,1
83.25,486000,598230,0,1
70.51,612260,915710,0,1
65.6,393940,625000,657,1
74.52,304840,429400,15,1
83.67,484330,609570,0,1
84.75,515780,623000,16,1
81.44,575130,730560,0,1
74.88,461450,641010,738,1
74.7,457830,635000,0,1
76.19,511800,689110,16,1
89.92,535780,611640,0,1
81.71,503780,633970,300,1
65.23,421940,671450,0,1
77.19,570130,764390,0,1
89.74,688820,780000,0,1
82.11,483450,608960,0,1
65.75,384390,600750,0,1
73.61,570130,801560,0,1
74.14,463120,640640,552,1
83.32,487430,624130,642,1
74.75,294840,408000,16,1
89.29,471450,543150,0,1
83.67,460490,597580,0,1
83.4,460670,586360,0,1
83.49,526030,640830,0,1
76.17,408240,577640,0,1
87.21,584000,686860,825,1
75.85,446990,606500,825,1
74.78,703170,962870,0,1
75,557960,763780,0,1
83.82,540130,668080,825,1
65.88,726170,1135390,0,1
88.95,624330,723860,0,1
63.87,443490,720230,0,1
73.9,450950,645500,300,1
64.43,422100,682860,763,1
73.98,327840,473080,0,1
74.89,484490,662330,0,1
56.08,485930,927180,0,1
69.72,1139270,1706920,0,1
88.67,643820,744340,0,1
61.04,570590,983000,0,1
79.12,428940,556120,15,1
88.92,538030,618550,0,1
61.81,504220,864130,0,1
67.72,369390,561160,825,1
79.99,504780,650120,15,1
81.69,482830,624330,0,1
73.76,434290,623640,602,1
88.96,575130,668840,380,1
74.81,678820,935750,0,1
84.67,509030,614170,763,1
67.2,549630,833360,731,1
86.23,650690,770000,659,1
72.99,545140,774080,14,1
67.26,661690,1011000,796,1
72.34,503760,722980,0,1
74.83,433940,594650,621,1
83,540790,683160,0,1
85.81,513030,613000,694,1
72.36,560130,801510,0,1
85.32,524240,629000,0,1
84.68,446450,543190,737,1
70.35,432630,653910,0,1
78.7,334840,444720,0,1
72.42,505820,718060,455,1
80.66,451850,595070,0,1
53.58,463690,914530,0,1
74.34,485480,692780,0,1
74.29,448490,619230,0,1
74.85,478490,661360,0,1
84.98,693110,837820,0,1
79.45,518030,667070,0,1
61.36,399220,692590,0,1
89.93,590970,680000,383,1
87.09,565590,665970,0,1
74.57,484490,670520,0,1
87,552260,650000,825,1
88.29,554890,645610,708,1
69.99,906300,1357430,0,1
75.95,552590,750510,0,1
63.32,429720,710720,686,1
86.47,575090,682300,393,1
72.72,431940,610550,0,1
79.73,577270,765110,415,1
76.25,446090,616390,0,1
72.03,303840,428970,17,1
84.61,552590,661850,0,1
80.99,530780,679110,0,1
88.71,582590,665070,0,1
87.47,728170,857400,763,1
51.87,570130,1137550,609,1
88.26,617470,714970,654,1
89.38,580130,671280,0,1
73.77,349390,488000,18,1
72.42,467490,662820,0,1
84.29,552590,676210,683,1
54,730230,1387120,0,1
89.71,623470,713420,15,1
71.47,806860,1154300,0,1
64.18,387930,627930,0,1
79.71,567590,727600,0,1
71.12,339390,499140,0,1
84.58,541170,651530,0,1
79.52,520030,669010,522,1
76.31,461450,629000,16,1
84.13,528940,665650,345,1
69.1,562120,828530,738,1
74.84,547190,775020,407,1
82.81,523030,640000,717,1
79.55,683820,880000,387,1
73.51,589470,829790,667,1
68.09,453490,690240,757,1
76.06,506780,691550,0,1
75.43,433940,596570,0,1
53.43,468710,915220,0,1
88.35,698000,8.00E+05,0,1
83.5,552990,694580,0,1
62.54,458360,743360,695,1
77.04,517780,697000,0,1
84.81,571130,696870,0,1
52.91,448490,860000,0,1
89.93,627990,710000,0,1
83.52,457810,579500,15,1
78.72,523030,685960,0,1
61.02,476950,825910,574,1
88.37,586390,677600,0,1
87.83,542590,637620,710,1
89.32,560130,649360,738,1
76.56,713170,960000,300,1
79.38,582590,743250,824,1
58.7,366590,664400,678,1
86.56,616130,727860,15,1
85.73,535030,638020,583,1
84.76,563130,687800,615,1
89.73,612830,702140,300,1
71.51,718170,1034810,0,1
56.45,342390,627120,738,1
89.39,580130,660000,738,1
78.77,567590,730000,300,1
83.9,540590,659130,18,1
80,504780,650020,730,1
53.44,354390,692370,0,1
83.1,533780,661850,0,1
76.59,464630,628230,763,1
84.54,528030,644660,825,1
84.44,555090,675050,825,1
77.71,523030,694860,0,1
92.97,607130,666890,460,1
66.83,643820,995010,0,1
85.32,481450,586000,0,1
69.75,453710,698230,0,1
79.33,563130,728630,380,1
85.64,520780,630530,738,1
79.71,593130,765240,0,1
83.01,490780,612010,0,1
79.49,537590,698200,0,1
64.31,357500,606420,0,1
47.9,285290,626250,0,1
88.91,629470,719790,0,1
74.45,477390,650000,0,1
87.55,550130,639610,738,1
81.1,515530,653490,0,1
72.95,385740,562000,0,1
89.83,483490,556580,653,1
76.5,513030,679750,0,1
74.54,661690,912230,0,1
88.63,622130,710820,710,1
74.18,428740,593130,0,1
80,321960,430000,0,1
89.55,592590,670000,763,1
65.01,711230,1122820,705,1
56.28,344840,621880,0,1
73.83,467490,650120,300,1
80.72,552590,706160,0,1
89.59,587590,669690,0,1
82.54,539530,665100,14,1
71.91,310240,445000,0,1
79.25,520030,665000,689,1
88.55,611630,734080,0,1
77.79,495030,655650,0,1
74.71,468490,635750,825,1
68.08,575310,893060,0,1
75,364390,5.00E+05,0,1
89.74,688820,780000,464,1
70.73,466680,683190,0,1
89.87,619470,701000,0,1
74.92,471490,644730,738,1
89.97,585470,673590,0,1
73.27,446490,636000,710,1
86.84,546000,650620,0,1
74.67,504780,701800,0,1
89.96,625270,711420,0,1
79.57,541110,701940,819,1
79.73,570130,740000,0,1
65.34,375890,612200,683,1
60.73,371710,642170,0,1
86.54,522000,623990,598,1
79,503060,661120,0,1
61.97,393940,661580,0,1
74.47,634130,872880,774,1
74.63,658820,911220,18,1
77.61,471610,625160,0,1
89.92,625130,711770,706,1
83.19,523030,649100,0,1
57.71,363790,658450,0,1
84.92,541190,671240,688,1
79.94,583130,748060,721,1
87.59,493030,582280,0,1
63.45,732000,1182000,0,1
53.6,272430,546600,0,1
66.62,645210,988520,0,1
74.93,451170,620560,637,1
78.73,368000,489000,0,1
87.2,510780,607810,0,1
70.76,313410,466350,0,1
80.06,529030,676960,825,1
74.45,407940,564160,0,1
73.03,856200,1205000,15,1
82.24,574130,722300,536,1
89.55,592590,670000,650,1
67.87,423940,648290,0,1
88.17,562590,657800,16,1
83.54,374390,460860,17,1
78.7,475490,635360,0,1
75.84,473060,639500,0,1
73.72,468450,660590,0,1
52.62,384390,760220,0,1
87.03,510480,608960,0,1
80.38,579930,758860,17,1
70.9,663970,962280,0,1
80,515030,662460,0,1
88.25,518030,600580,300,1
43.88,385410,911650,637,1
82.34,528030,661850,0,1
71.63,433940,628220,0,1
86.34,530930,648630,0,1
73.64,461450,651800,17,1
70.81,408840,593130,0,1
69.77,1168320,1748510,825,1
86.31,512830,643150,15,1
78.91,527030,684320,0,1
83.64,481450,597800,0,1
86.77,514880,628100,723,1
68.75,550590,826200,662,1
89.22,566590,661280,0,1
89.16,648820,740230,0,1
77.06,554670,739670,0,1
68,417210,637160,428,1
82.89,507730,639430,0,1
89.82,643320,728680,0,1
64.41,502430,822900,0,1
86.23,498880,626240,0,1
69.05,652820,976100,0,1
89.59,506000,578200,0,1
77.71,520780,694860,585,1
87.32,463690,561160,0,1
79.28,444090,592810,0,1
83.09,560130,698000,615,1
85.97,548530,674690,0,1
49.95,319840,660700,0,1
79.15,577590,751700,738,1
89.98,639820,727910,300,1
83.95,540130,667100,0,1
76.04,675970,933720,0,1
87.91,481450,557360,585,1
73.33,478490,668190,0,1
75.1,678820,932100,0,1
78.85,513030,659460,593,1
84.92,523030,635880,825,1
63.2,953080,1572870,0,1
77.89,463490,616280,653,1
57.64,580130,1041030,0,1
85.93,548190,663320,17,1
89.4,576930,682300,0,1
79.44,552000,704280,300,1
84.36,526030,640130,15,1
68.39,479590,721090,597,1
75.39,541670,760000,0,1
54.57,533180,998940,0,1
78.07,582590,768500,0,1
82.38,544000,679750,0,1
82.79,505780,628100,752,1
86.47,557790,682300,0,1
74.82,418940,581430,0,1
65,987990,1536810,0,1
89.37,610000,704960,0,1
84.37,513030,628150,718,1
78.97,978900,1264960,633,1
65.46,589470,931830,0,1
73.91,483490,676500,308,1
73.22,364390,519000,0,1
89.76,542590,623910,0,1
89.76,741230,835560,771,1
72.18,658820,942130,0,1
79.23,505780,650000,738,1
88.85,520780,607760,550,1
80,457450,595000,0,1
84.22,493030,605580,672,1
84.86,527950,658750,0,1
65.85,407100,645430,0,1
82.05,653820,816590,0,1
79.46,484940,648110,667,1
87.73,417740,488800,0,1
72.42,376390,552300,0,1
84.28,484280,622890,639,1
89.6,533030,602650,640,1
72.56,393040,592650,635,1
79.65,582130,744550,442,1
72.83,407070,592850,0,1
89.69,648820,747000,15,1
70.47,377410,567640,0,1
74.83,448450,614700,300,1
74.9,712170,980000,300,1
84.71,540490,672920,0,1
74.4,663820,914000,0,1
84.88,446490,551350,0,1
83.27,555130,690560,0,1
88.61,552590,643250,0,1
66.18,712190,1131740,582,1
71.09,681690,984660,585,1
73.49,671990,943170,0,1
87.6,505080,610740,737,1
68.85,502430,769820,0,1
55.48,379390,703010,738,1
42.07,642610,1570920,0,1
74.75,495030,682300,300,1
77.96,520530,679810,0,1
83.58,590490,731020,0,1
89.4,594130,682300,15,1
79.73,476950,632150,593,1
82.73,529580,658800,0,1
88.96,666690,770000,0,1
88.95,572590,652080,16,1
89.87,561590,646500,14,1
79.44,567590,730070,0,1
79.79,530030,683030,615,1
89.82,511280,612350,0,1
73.05,451450,643360,738,1
76.24,507780,682050,0,1
89.59,567590,652990,0,1
89.92,574630,650000,0,1
79.97,453890,600250,583,1
75.54,508030,695000,300,1
77.47,503030,671220,0,1
63.35,413940,678760,845,1
89.85,520040,597650,706,1
89.12,604470,701300,0,1
60.21,357390,614540,0,1
88.54,678820,790610,0,1
77.66,625620,849840,16,1
81.68,443940,550930,0,1
74.24,730230,1008850,0,1
73.91,495780,696820,0,1
54.61,504030,954000,0,1
85.25,433450,557160,763,1
83.33,318040,408000,0,1
85.64,624470,747300,749,1
74.15,490780,687800,0,1
79.63,592130,766000,0,1
28.87,190200,692790,0,1
79.69,493030,640000,18,1
79.45,616670,805560,0,1
81.25,437490,560000,0,1
85.39,528930,655830,0,1
88.18,510780,595340,748,1
82.4,542590,679650,0,1
88.96,550130,640720,15,1
74.31,645220,915130,0,1
84.19,518030,629500,597,1
84.86,538030,648150,825,1
85.45,497780,596810,15,1
73.01,514880,746480,0,1
73.7,474450,668890,0,1
87.76,602130,700780,657,1
83.99,571330,703910,0,1
89.47,543030,614750,0,1
84,529600,653360,16,1
73.97,741230,1013890,825,1
89.79,643820,735060,551,1
86.56,547590,641170,681,1
74.63,493490,670000,0,1
86.07,622130,743580,664,1
86.57,493030,589100,0,1
90,580970,660390,738,1
81.43,555130,706100,0,1
84.03,610470,745000,0,1
56.15,508030,935000,0,1
88.88,463490,534440,0,1
75.12,423940,585750,0,1
79.92,528030,681910,0,1
86.38,562590,671440,0,1
83.3,567340,690000,0,1
70.64,943990,1359090,638,1
87.55,688820,799530,0,1
79.58,555130,722510,0,1
71.33,505080,750000,0,1
79.81,651690,827000,599,1
86.67,618130,726860,0,1
79,577590,740460,502,1
89.97,584470,672420,0,1
89.85,588120,670000,825,1
89.83,530780,606670,0,1
89.21,586130,672600,694,1
87.69,555130,650030,300,1
79.39,604470,781000,694,1
56.65,384390,706060,0,1
79.9,436170,580750,0,1
71.64,463490,670000,636,1
79.41,472990,608270,836,1
74.86,508030,687980,567,1
88.92,514650,596010,300,1
80.75,547590,693500,0,1
79.16,533030,694800,476,1
89.74,646690,741000,17,1
77.7,503030,669270,559,1
74.93,404450,564500,0,1
74.97,603370,827000,0,1
76.61,471490,637000,597,1
84.28,539000,652600,825,1
66.15,661690,1028000,0,1
89.84,507030,583240,659,1
74.73,639690,877850,0,1
81.51,483490,613450,300,1
73.52,515380,720860,0,1
67.65,413940,635670,0,1
86.22,585130,695930,657,1
89.97,521020,621350,0,1
89.99,541130,623400,0,1
78.05,485490,640650,0,1
88.21,499030,578170,790,1
63.66,412100,667630,0,1
87.64,572630,673200,300,1
83.08,525780,650000,0,1
82.41,483490,606700,0,1
58,390840,733240,665,1
69.49,493230,726760,0,1
38.42,261720,722660,0,1
89.47,582130,665000,18,1
66.18,443940,680000,738,1
89.73,540590,621880,519,1
83.99,606000,737000,0,1
81.43,504100,655800,0,1
85.93,537530,640030,545,1
89.98,600300,704030,0,1
71.12,611870,880000,300,1
90,577590,650000,0,1
89.92,546590,622800,615,1
79.31,538030,693500,300,1
54.28,290250,552710,573,1
